"","X","year","family","height","R8","planting","flower","maturity","lodging","yield","protein","oil","size"
"DS11-29143",27835.5454545455,2012.18181818182,29,109.3,131.3,520.272727272727,700.4,928.4,2.03,3760.54545454545,33.2166666666667,20.3333333333333,15.0166666666667
"DS11-29144",27836.5454545455,2012.18181818182,29,106.888888888889,130.111111111111,520.272727272727,698.5,924.555555555556,1.94444444444444,4254.3,32.6,19.75,16.0333333333333
"DS11-29145",27837.5454545455,2012.18181818182,29,100.8,131,520.272727272727,699.8,925.444444444444,1.58,4069.72727272727,33.2333333333333,19.9833333333333,16.8833333333333
"DS11-29146",30204.5,2012.16666666667,29,99.7,123.3,520.454545454545,697.2,921.727272727273,1.25,3522.25,33.3666666666667,20.1833333333333,19.4333333333333
"DS11-29147",29972.5,2012.5,29,88.6666666666667,126.333333333333,519.1,698.833333333333,922.333333333333,1.7,3564.8,33.825,19.725,14.475
"DS11-29148",29973.5,2012.5,29,96.6666666666667,130.375,519.1,699.666666666667,926.625,2.88888888888889,3482,33.1,20.6,17.65
"DS11-29149",29974.5,2012.5,29,101.222222222222,127.75,519.1,697.166666666667,924,2.52222222222222,3793.7,34.75,19.8,17.775
"DS11-29150",29975.5,2012.5,29,106.888888888889,130.555555555556,519.1,698,926.555555555556,2.16666666666667,3280.8,33.05,20.1,16.125
"DS11-29151",29976.5,2012.5,29,119,130,519.1,698.833333333333,926.25,2.77777777777778,3142.5,33.925,19.925,16.475
"DS11-29152",27838.5454545455,2012.18181818182,29,116.5,129.6,520.272727272727,700.4,926.7,2.23,3693.45454545455,32.9666666666667,20.1166666666667,13.4
"DS11-29154",29977.5,2012.5,29,112,126.5,519.1,699.666666666667,922.75,2.41111111111111,3632.6,33.85,20.325,15.975
"DS11-29155",30205.5,2012.16666666667,29,101,128.1,520.454545454545,698.6,926.181818181818,1.3,3805.91666666667,33.25,20.1666666666667,16.55
"DS11-29156",27839.5454545455,2012.18181818182,29,109.9,128.5,520.272727272727,699.6,925.6,1.78,3999.72727272727,33.5666666666667,19.85,16.0833333333333
"DS11-29158",27840.5454545455,2012.18181818182,29,110.1,129.9,520.272727272727,697.4,927,1.58,4299.27272727273,32.9333333333333,20.35,16.5833333333333
"DS11-29159",27841.5454545455,2012.18181818182,29,108.8,128.7,520.272727272727,699.5,925.8,1.8,3685.72727272727,32.95,19.6833333333333,16.25
"DS11-29160",27842.5454545455,2012.18181818182,29,96.6,128.8,520.272727272727,698.75,925.9,2.26,3892.09090909091,33.2,20.5833333333333,17.4
"DS11-29161",30206.5,2012.16666666667,29,97.4,123.7,520.454545454545,700,922.090909090909,1.47,3436.58333333333,32.3,20.85,16.6166666666667
"DS11-29162",30207.5,2012.16666666667,29,91.1,126.4,520.454545454545,699.4,924.545454545455,1.25,3703.16666666667,33.7166666666667,20.1166666666667,18.5833333333333
"DS11-29164",27843.5454545455,2012.18181818182,29,108.222222222222,131.666666666667,520.272727272727,701.2,926.111111111111,2.11111111111111,4119.2,33.6166666666667,19.45,15.6
"DS11-29165",27844.5454545455,2012.18181818182,29,101,132.777777777778,520.272727272727,699.5,927.222222222222,2.88,3431.18181818182,34.2333333333333,19.4833333333333,15.0833333333333
"DS11-29166",30208.5,2012.16666666667,29,98.5,125.8,520.454545454545,698.2,924,1.55,3717.16666666667,32.0833333333333,20.5166666666667,17.35
"DS11-29167",27845.5454545455,2012.18181818182,29,100.444444444444,126.444444444444,520.272727272727,700.75,920.888888888889,1.94444444444444,3741.9,33.2833333333333,20.1666666666667,16.2166666666667
"DS11-29169",27846.5454545455,2012.18181818182,29,90.7,127.2,520.272727272727,697,924.3,1.46,3817.36363636364,33.25,20.1,18.8833333333333
"DS11-29170",30209.5,2012.16666666667,29,91.8,125.5,520.454545454545,698.6,923.818181818182,1.35,4056,32.9333333333333,20.0666666666667,17.75
"DS11-29178",29978.5,2012.5,29,102.444444444444,128.222222222222,519.1,697.833333333333,924.222222222222,2.16666666666667,3499.5,34.25,19.575,18.7
"DS11-29183",29979.5,2012.5,29,104.222222222222,131.111111111111,519.1,696.666666666667,927.111111111111,2.35555555555556,3955.1,35.05,19.575,17.6
"DS11-29184",29980.5,2012.5,29,93.3333333333333,128.777777777778,519.1,697.666666666667,924.777777777778,1.75555555555556,3837.6,34.15,20.275,17.825
"DS11-29185",29981.5,2012.5,29,113.555555555556,127.666666666667,519.1,701.166666666667,923.666666666667,2.57777777777778,3771.4,33.425,20.5,17.55
"DS11-29189",29982.5,2012.5,29,113.222222222222,125.777777777778,519.1,698.666666666667,921.777777777778,2.73333333333333,3743.6,32,20.6,16.95
"DS11-29190",29983.5,2012.5,29,109.222222222222,127.666666666667,519.1,698.5,923.666666666667,2.74444444444444,3576.5,34.25,19.575,16.2
"DS11-29191",29984.5,2012.5,29,95.8888888888889,124.875,519.1,696.5,921.125,1.88888888888889,3778.2,33.875,19.85,16.2
"DS11-29194",29985.5,2012.5,29,99.4444444444444,130.125,519.1,700.333333333333,926.375,2.88888888888889,3466.7,33.425,20.85,15.675
"DS11-29195",29986.5,2012.5,29,115.222222222222,130.111111111111,519.1,699.166666666667,926.111111111111,3.73333333333333,3387.7,33.875,19.825,15.6
"DS11-29196",29987.5,2012.5,29,108,127.25,519.1,702.666666666667,923.5,2.44444444444444,3539.1,33.275,19.875,14.425
"DS11-29197",29988.5,2012.5,29,97.6666666666667,127.222222222222,519.1,698.5,923.222222222222,1.92222222222222,3623.5,33.85,20.275,17.45
"DS11-29202",29989.5,2012.5,29,95.6666666666667,130.555555555556,519.1,700.166666666667,926.555555555556,2.72222222222222,3730.2,33.95,19.975,17
"DS11-29206",29990.5,2012.5,29,94.4444444444444,127.375,519.1,699.666666666667,923.625,1.85555555555556,3484,32.425,20.225,14.925
"DS11-29207",33676,2012.4,29,97.5,125.666666666667,518.1,699.666666666667,920.333333333333,1.575,3510.6,33.475,19.6,15.35
"DS11-30001",32609,2012.45454545455,30,99.9,128.2,518.272727272727,699,923.3,1.66,3834.18181818182,33.225,19.9,15.475
"DS11-30002",29234.4545454545,2012.18181818182,30,100.2,134.6,520.090909090909,705.6,931.6,1.71,3914.72727272727,33.32,19.58,14.86
"DS11-30003",29235.4545454545,2012.18181818182,30,102.9,131.9,520.090909090909,700.4,928.9,1.91,4177.18181818182,34.36,19.2,17.56
"DS11-30004",29236.4545454545,2012.18181818182,30,91,130.3,520.090909090909,705.8,927.3,1.71,4082.81818181818,33.54,18.98,16.34
"DS11-30005",29237.4545454545,2012.18181818182,30,97.1,128.4,520.090909090909,704.4,925.4,2.01,4181.72727272727,32.44,19.32,15.68
"DS11-30006",29238.4545454545,2012.18181818182,30,95.4,125.7,520.090909090909,699.4,922.7,1.96,3899.45454545455,31.88,20,16.14
"DS11-30007",29239.4545454545,2012.18181818182,30,90.9,125.9,520.090909090909,700.2,922.9,1.51,3786,32.8,19.86,15.24
"DS11-30008",29240.4545454545,2012.18181818182,30,95.8,127.4,520.090909090909,705,924.4,2.41,3759,33.74,19.24,15
"DS11-30011",29241.4545454545,2012.18181818182,30,106.2,129.5,520.090909090909,703,926.5,2.16,3811.63636363636,32.46,19.42,14.74
"DS11-30012",29242.4545454545,2012.18181818182,30,101.5,130.8,520.090909090909,699.8,927.8,1.96,4197.72727272727,33.1,19.06,15.74
"DS11-30013",32610,2012.45454545455,30,93.4,128.3,518.272727272727,697.666666666667,923.4,2.15,3494.36363636364,32.625,20.475,15.45
"DS11-30014",32611,2012.45454545455,30,94.7,125,518.272727272727,698.833333333333,920.1,1.88,3674.18181818182,34.575,18.9,15.65
"DS11-30020",29243.4545454545,2012.18181818182,30,97.2,129.4,520.090909090909,701.6,926.4,1.61,4183.45454545455,31.98,19.68,14.1
"DS11-30021",32612,2012.45454545455,30,109.6,130.3,518.272727272727,700.333333333333,925.4,2.23,3396,34.275,19.375,16.5
"DS11-30023",32613,2012.45454545455,30,103.5,127.2,518.272727272727,702.5,922.3,1.66,3680.81818181818,33.3,19.825,14.15
"DS11-30024",32614,2012.45454545455,30,104.5,130.1,518.272727272727,701.166666666667,925.2,2.23,3503.18181818182,33.475,19.35,14.55
"DS11-30025",32615,2012.45454545455,30,89.6,125.7,518.272727272727,699.666666666667,920.8,2.05,3612.36363636364,34.05,19.4,16.625
"DS11-30026",32616,2012.45454545455,30,101.1,124.666666666667,518.272727272727,697.333333333333,920,1.81,3565.27272727273,33.875,19.5,15.525
"DS11-30028",32617,2012.45454545455,30,93.4,129.6,518.272727272727,699.333333333333,924.7,1.66,3736.45454545455,33.75,19.55,15.425
"DS11-30029",29244.4545454545,2012.18181818182,30,110,128.7,520.090909090909,702.2,925.7,2.81,3206.63636363636,33.16,19.58,16.74
"DS11-30030",32618,2012.45454545455,30,107.7,129.8,518.272727272727,700.833333333333,924.9,2.48,3159.27272727273,35.225,18.35,16.325
"DS11-30033",32619,2012.45454545455,30,119.9,127.5,518.272727272727,701.333333333333,922.6,2.46,2897,34.65,19.325,16.15
"DS11-30034",32620,2012.45454545455,30,106.8,130,518.272727272727,700.5,925.1,1.58,3584.09090909091,34.875,18.8,15.75
"DS11-30035",32621,2012.45454545455,30,90.1,125.6,518.272727272727,701.666666666667,920.7,1.56,3556.27272727273,33.85,20.025,18.4
"DS11-30037",32622,2012.45454545455,30,105.4,130.1,518.272727272727,698.166666666667,925.2,2.1,3410.45454545455,35.2,18.9,15.475
"DS11-30038",32623,2012.45454545455,30,98.1,128.2,518.272727272727,700.666666666667,923.3,1.62,3335.81818181818,35.375,19.375,15.9
"DS11-30039",32624,2012.45454545455,30,98.2,129.9,518.272727272727,703.333333333333,925,1.85,3438.54545454545,33.675,19.075,13.625
"DS11-30040",32625,2012.45454545455,30,90,129.1,518.272727272727,698.5,924.2,1.66,3461.63636363636,33.1,19.375,14.3
"DS11-30041",32626,2012.45454545455,30,90.9,131.5,518.272727272727,701.833333333333,926.6,1.8,3290.09090909091,33.525,19.425,16.325
"DS11-30042",32627,2012.45454545455,30,95,129.3,518.272727272727,698.833333333333,924.4,2.53,3442.63636363636,33.275,19.8,15.25
"DS11-30043",32628,2012.45454545455,30,101.1,128.9,518.272727272727,702,924,1.85,3629.81818181818,34.475,19.375,15.95
"DS11-30044",32629,2012.45454545455,30,102.8,131.9,518.272727272727,699.666666666667,927,2.38,3306.09090909091,33.275,19.225,15.2
"DS11-30045",32630,2012.45454545455,30,101.5,128.4,518.272727272727,700.166666666667,923.5,2.03,3657.36363636364,34.2,19.475,15.65
"DS11-30046",32631,2012.45454545455,30,106.6,132,518.272727272727,699.833333333333,927.1,1.93,3843,33.45,19.725,16.775
"DS11-30047",29245.4545454545,2012.18181818182,30,101.3,124.8,520.090909090909,701,921.8,1.71,3776.45454545455,31.82,20.16,14.42
"DS11-30049",29246.4545454545,2012.18181818182,30,101.4,127.8,520.090909090909,704.2,924.8,1.71,4088.81818181818,33.2,19.48,14.8
"DS11-30050",29247.4545454545,2012.18181818182,30,100.2,127.6,520.090909090909,699.2,924.6,2.06,3924.81818181818,32.82,19.68,16.5
"DS11-30051",29248.4545454545,2012.18181818182,30,106.8,130.6,520.090909090909,703.2,927.6,1.96,4059.54545454545,34.76,18.56,16.96
"DS11-30053",29249.4545454545,2012.18181818182,30,101.1,128.5,520.090909090909,700.4,925.5,2.45,4114.36363636364,32.34,19.86,16.16
"DS11-30054",29250.4545454545,2012.18181818182,30,95.4,131.3,520.090909090909,701.4,928.3,1.61,4116.18181818182,33.14,19.74,18.3
"DS11-30055",29251.4545454545,2012.18181818182,30,108.4,128.8,520.090909090909,703.4,925.8,1.96,3836.81818181818,33.24,20.04,19.26
"DS11-30057",32632,2012.45454545455,30,97.5,129.3,518.272727272727,700.833333333333,924.4,1.63,3517.36363636364,34.125,18.85,15.05
"DS11-30060",29252.4545454545,2012.18181818182,30,109.4,127.1,520.090909090909,700,924.1,1.61,3828.72727272727,33.02,20.1,16.58
"DS11-30061",29253.4545454545,2012.18181818182,30,118.6,133.2,520.090909090909,703.4,930.2,2.16,3939.54545454545,34.2,19.12,16.2
"DS11-30062",29254.4545454545,2012.18181818182,30,103.2,128.9,520.090909090909,699.4,925.9,2.36,3823.63636363636,33.48,19.16,14.9
"DS11-30063",29255.4545454545,2012.18181818182,30,107.9,130.9,520.090909090909,706,927.9,2.06,4044.36363636364,31.64,19.88,14.78
"DS11-30065",29256.4545454545,2012.18181818182,30,105.5,128.1,520.090909090909,700.8,925.1,2.21,3874.18181818182,34.04,18.4,13.72
"DS11-30066",29257.4545454545,2012.18181818182,30,90.5,126.2,520.090909090909,701.2,923.2,1.96,3234.54545454545,32.96,20.42,17.82
"DS11-30068",29258.4545454545,2012.18181818182,30,106.7,127.1,520.090909090909,702.2,924.1,2.51,3514.81818181818,32.82,19.54,15.66
"DS11-30069",32633,2012.45454545455,30,90.2,130.1,518.272727272727,701,925.2,1.58,3529,33.6,19.125,14.875
"DS11-30070",32634,2012.45454545455,30,89.2,131.4,518.272727272727,701,926.5,1.66,3355.45454545455,33.625,19.325,16.225
"DS11-30071",29259.4545454545,2012.18181818182,30,85.3,124.8,520.090909090909,700,921.8,1.46,4023.90909090909,32.48,19.78,16.02
"DS11-30072",29260.4545454545,2012.18181818182,30,104.9,125.4,520.090909090909,702.6,922.4,2.06,4004.09090909091,33.04,19.66,16.48
"DS11-30073",29261.4545454545,2012.18181818182,30,110.9,126.7,520.090909090909,704.2,923.7,2.31,3967.72727272727,32.42,19.9,15.36
"DS11-30074",29262.4545454545,2012.18181818182,30,100.4,130.9,520.090909090909,700.4,927.9,1.66,4249.45454545455,32.66,19.46,14.46
"DS11-30075",29263.4545454545,2012.18181818182,30,101.1,126.6,520.090909090909,703,923.6,1.96,3705.90909090909,33.1,19.7,16.04
"DS11-30076",29264.4545454545,2012.18181818182,30,92.7,127.6,520.090909090909,702,924.6,1.53,3946,32.18,19.68,17.32
"DS11-30078",29265.4545454545,2012.18181818182,30,95.1,128.8,520.090909090909,700.4,925.8,1.96,3909.09090909091,33.3,19.24,15.54
"DS11-30079",32635,2012.45454545455,30,99.5,129.7,518.272727272727,700.5,924.8,1.63,3775.27272727273,33.825,19.675,16.975
"DS11-30080",32636,2012.45454545455,30,97.8,131.1,518.272727272727,701.166666666667,926.2,2.11,3476.18181818182,33.45,19.975,16
"DS11-30081",32637,2012.45454545455,30,93.9,131.2,518.272727272727,701.333333333333,926.3,1.76,3708.81818181818,34,19.5,17.85
"DS11-30082",32638,2012.45454545455,30,98.8,132.1,518.272727272727,701.333333333333,927.2,1.75,3504.72727272727,33.65,19.8,16.925
"DS11-30083",32639,2012.45454545455,30,93.4,128.4,518.272727272727,701.166666666667,923.5,1.81,3513.54545454545,33.35,19.05,14.45
"DS11-30084",32640,2012.45454545455,30,96.8,129.3,518.272727272727,702,924.4,1.58,3678.18181818182,34.65,18.7,16.225
"DS11-30085",32641,2012.45454545455,30,100.3,130.8,518.272727272727,700.833333333333,925.9,2.16,3745.45454545455,33.875,18.95,14.35
"DS11-30086",29266.4545454545,2012.18181818182,30,99.3,131.7,520.090909090909,701.6,928.7,1.61,4070.90909090909,33.72,19.62,15.32
"DS11-30087",32642,2012.45454545455,30,88.9,129.8,518.272727272727,700.5,924.9,1.86,3532,34.35,19.125,15.075
"DS11-30088",32643,2012.45454545455,30,87,124.7,518.272727272727,698.166666666667,919.8,1.66,3516.72727272727,32.6,19.95,15.55
"DS11-30089",29908.5,2012.4,30,97.875,132.777777777778,518.5,701.6,927.888888888889,1.7875,4102.5,33.375,18.95,15.225
"DS11-30090",29909.5,2012.4,30,97.125,131.888888888889,518.5,699.8,927,1.7875,4353.8,33.075,19.575,17
"DS11-30091",29267.4545454545,2012.18181818182,30,93.1,129.4,520.090909090909,707,926.4,2.31,3893.63636363636,33.78,19.58,15.86
"DS11-30092",29268.4545454545,2012.18181818182,30,112.4,127.5,520.090909090909,703.8,924.5,1.91,4077.72727272727,33.12,19.64,15.88
"DS11-30093",29910.5,2012.4,30,111.5,132.444444444444,518.5,696.6,927.555555555556,2.6,4136.11111111111,33.9666666666667,19.5,16.4
"DS11-30095",28151.7272727273,2012.18181818182,30,102.555555555556,130.555555555556,520.363636363636,705,928.888888888889,1.7,3925.36363636364,33.1,19.45,15.7166666666667
"DS11-30096",29911.5,2012.4,30,105.875,134,518.5,700.4,929.111111111111,1.6,4403.9,34.075,18.775,15.75
"DS11-30097",28152.7272727273,2012.18181818182,30,102.444444444444,123.666666666667,520.363636363636,703.4,922,1.42222222222222,3665.09090909091,32.4166666666667,19.4166666666667,14.9666666666667
"DS11-30098",28153.7272727273,2012.18181818182,30,95,126.333333333333,520.363636363636,700.2,924.666666666667,1.4,3520.18181818182,32.5333333333333,19.9,14.75
"DS11-30099",28154.7272727273,2012.18181818182,30,102.777777777778,128.888888888889,520.363636363636,704.4,927.222222222222,1.7,4037.27272727273,34.25,18.6,14.7833333333333
"DS11-30100",28155.7272727273,2012.18181818182,30,103.444444444444,129,520.363636363636,705.6,927.333333333333,1.9,3766.8,33.3333333333333,18.8,13.5333333333333
"DS11-30101",28156.7272727273,2012.18181818182,30,100.111111111111,125.888888888889,520.363636363636,703.6,924.222222222222,1.51111111111111,3679.63636363636,33.5333333333333,18.9,13.7666666666667
"DS11-30102",28157.7272727273,2012.18181818182,30,91.8888888888889,126.555555555556,520.363636363636,703.4,924.888888888889,1.75555555555556,3841.18181818182,32.6333333333333,19.65,16.3166666666667
"DS11-30103",28158.7272727273,2012.18181818182,30,101,127.111111111111,520.363636363636,699.2,925.444444444444,1.84444444444444,3964.36363636364,34.2166666666667,19.0666666666667,16.9
"DS11-30105",28159.7272727273,2012.18181818182,30,96.4444444444444,127.222222222222,520.363636363636,704.2,925.555555555556,1.9,3915.27272727273,33.75,18.1,14.1166666666667
"DS11-30106",28160.7272727273,2012.18181818182,30,89.5555555555556,128,520.363636363636,705.2,926.333333333333,1.12222222222222,3868.72727272727,32.9,20.05,16.7333333333333
"DS11-30107",28161.7272727273,2012.18181818182,30,107.777777777778,129.111111111111,520.363636363636,706.2,927.444444444444,2.83333333333333,3406.9,33.6,18.7333333333333,16.5666666666667
"DS11-30108",28162.7272727273,2012.18181818182,30,101.111111111111,127.777777777778,520.363636363636,706,926.111111111111,1.92222222222222,3694.09090909091,34.5,18.3333333333333,15.7333333333333
"DS11-30109",28163.7272727273,2012.18181818182,30,96.4444444444444,126,520.363636363636,705.4,924.333333333333,1.62222222222222,3712.09090909091,32.3833333333333,19.6,14.8166666666667
"DS11-30110",28164.7272727273,2012.18181818182,30,88.2222222222222,126,520.363636363636,699.4,924.333333333333,1.4,3652.81818181818,32.7833333333333,19.9,16.4333333333333
"DS11-30111",28165.7272727273,2012.18181818182,30,104.666666666667,125.777777777778,520.363636363636,704.2,924.111111111111,2.27777777777778,3777.45454545455,33.25,19.4333333333333,15.4166666666667
"DS11-30112",28166.7272727273,2012.18181818182,30,102.555555555556,124.333333333333,520.363636363636,703,922.666666666667,1.58888888888889,3781.90909090909,32.8833333333333,20.0833333333333,17.3666666666667
"DS11-30113",28167.7272727273,2012.18181818182,30,102.222222222222,126.666666666667,520.363636363636,701.4,925,1.51111111111111,4211.18181818182,33.6,19.1,13.5
"DS11-30114",28168.7272727273,2012.18181818182,30,96.6666666666667,126.777777777778,520.363636363636,703.2,925.111111111111,1.47777777777778,3826.45454545455,34,19.1666666666667,16.35
"DS11-30115",28169.7272727273,2012.18181818182,30,100,127.111111111111,520.363636363636,704.4,925.444444444444,1.78888888888889,3532.63636363636,34.4166666666667,18.65,14.5333333333333
"DS11-30116",29912.5,2012.4,30,108.625,133.888888888889,518.5,696.4,929,2.375,3840.22222222222,35.7,18.6333333333333,18.0666666666667
"DS11-30118",29913.5,2012.4,30,111.5,134.888888888889,518.5,700.8,930,2.35,4086.9,34.9,18.75,16.95
"DS11-30119",28170.7272727273,2012.18181818182,30,110.222222222222,127.333333333333,520.363636363636,702.4,925.666666666667,2.07777777777778,3921.36363636364,33.3,19.7833333333333,16.9833333333333
"DS11-30120",28171.7272727273,2012.18181818182,30,100.222222222222,131.444444444444,520.363636363636,705.6,929.777777777778,1.94444444444444,4172.54545454545,33.65,18.7833333333333,15.8333333333333
"DS11-30121",28172.7272727273,2012.18181818182,30,111,124.625,520.363636363636,701.6,923.5,1.88888888888889,3918.72727272727,33.3333333333333,19.6166666666667,17.3
"DS11-30122",29914.5,2012.4,30,119.625,132.222222222222,518.5,702,927.333333333333,3,3536.6,33.35,19.85,14.7
"DS11-30124",29915.5,2012.4,30,99.75,131.888888888889,518.5,698,927,1.5125,4061.5,33.45,19.55,15.95
"DS11-30125",28173.7272727273,2012.18181818182,30,97.3333333333333,127.222222222222,520.363636363636,699.8,925.555555555556,1.56666666666667,4089.90909090909,33.25,19.7666666666667,14.9333333333333
"DS11-30126",28174.7272727273,2012.18181818182,30,97.2222222222222,123.777777777778,520.363636363636,700.6,922.111111111111,1.17777777777778,3862.54545454545,33.0833333333333,19.8666666666667,16.7666666666667
"DS11-30127",29916.5,2012.4,30,101.375,132.777777777778,518.5,700.8,927.888888888889,1.6,4054.9,33.475,19.4,17.175
"DS11-30128",29917.5,2012.4,30,103.75,128,518.5,699,923.111111111111,1.7625,3667.3,33.725,19.725,14.325
"DS11-30131",28175.7272727273,2012.18181818182,30,89.8888888888889,130.555555555556,520.363636363636,703.6,928.888888888889,1.4,3787.09090909091,33.2333333333333,19.15,16
"DS11-30132",28176.7272727273,2012.18181818182,30,104,128.777777777778,520.363636363636,703.8,927.111111111111,1.9,3579.63636363636,32.9,19.5833333333333,16.5833333333333
"DS11-30133",29918.5,2012.4,30,99.125,133.333333333333,518.5,697.4,928.444444444444,1.85,4001.7,32.825,19.775,15.9
"DS11-30134",28177.7272727273,2012.18181818182,30,88.2222222222222,126.111111111111,520.363636363636,705.8,924.444444444444,1.17777777777778,3934.27272727273,33.3333333333333,19.7833333333333,16.5833333333333
"DS11-30137",29919.5,2012.4,30,107.625,134.111111111111,518.5,699.8,929.222222222222,2.0375,3576.6,33.25,19.75,15.375
"DS11-30138",28178.7272727273,2012.18181818182,30,94,125.333333333333,520.363636363636,705.8,923.666666666667,1.28888888888889,3893.18181818182,34,18.9,15.0333333333333
"DS11-30139",28179.7272727273,2012.18181818182,30,100.777777777778,123.333333333333,520.363636363636,699,921.666666666667,1.36666666666667,3742.36363636364,34.6166666666667,18.9833333333333,14.6166666666667
"DS11-30142",28180.7272727273,2012.18181818182,30,86.5555555555556,123.888888888889,520.363636363636,702.6,922.222222222222,1.28888888888889,3816,34.1333333333333,19.6,16.65
"DS11-30143",28181.7272727273,2012.18181818182,30,92,125.777777777778,520.363636363636,701,924.111111111111,1.36666666666667,3969.09090909091,33.85,18.7666666666667,14.25
"DS11-30144",28182.7272727273,2012.18181818182,30,100.666666666667,123.444444444444,520.363636363636,706.2,921.777777777778,1.64444444444444,3653.18181818182,33.3833333333333,19.3833333333333,16.4
"DS11-30145",28183.7272727273,2012.18181818182,30,98.5555555555556,129.666666666667,520.363636363636,704.4,928,1.47777777777778,4000.45454545455,34.6333333333333,19,17.4833333333333
"DS11-30146",28184.7272727273,2012.18181818182,30,100.777777777778,123.666666666667,520.363636363636,703.4,922,1.45555555555556,3844.63636363636,33.8166666666667,19.4,13.9
"DS11-30147",28185.7272727273,2012.18181818182,30,96.6666666666667,126,520.363636363636,701,924.333333333333,1.2,4229.90909090909,33.2333333333333,19.7166666666667,16.2
"DS11-30153",29920.5,2012.4,30,106.875,131.888888888889,518.5,698,927,1.5375,4120.2,33.625,19.325,16.6
"DS11-30155",29921.5,2012.4,30,103.625,133.555555555556,518.5,701,928.666666666667,1.725,4479.66666666667,34.4333333333333,18.8,15.6
"DS11-30156",29922.5,2012.4,30,99.375,131.888888888889,518.5,698.2,927,2.1625,3580.8,34.3,19.4,15.25
"DS11-30157",29923.5,2012.4,30,94,130.444444444444,518.5,698.8,925.555555555556,1.7875,4154.1,33.275,19.3,14.45
"DS11-30158",29924.5,2012.4,30,102.625,131.111111111111,518.5,700,926.222222222222,2.125,3736.4,34.075,19.1,15.5
"DS11-30159",29925.5,2012.4,30,113.75,126.222222222222,518.5,698,921.333333333333,1.7875,3781.1,32.775,19.825,13.775
"DS11-30160",29926.5,2012.4,30,98.375,130,518.5,696.333333333333,925.111111111111,1.625,4044,33.65,19.825,15.475
"DS11-30161",29927.5,2012.4,30,113.75,133.222222222222,518.5,700.8,928.333333333333,1.9125,3901.8,32.875,19.475,15.825
"DS11-30162",29928.5,2012.4,30,103.75,135.111111111111,518.5,700.6,930.222222222222,2.0625,3925,33,19.2,17.5
"DS11-30163",29929.5,2012.4,30,103.125,133.777777777778,518.5,700.4,928.888888888889,1.7875,3875,33.725,19.2,15
"DS11-30165",29930.5,2012.4,30,111.125,132,518.5,698.4,927.111111111111,2.125,3795.8,34,18.325,14
"DS11-30166",29931.5,2012.4,30,108.625,132.888888888889,518.5,698,928,2.5625,4048.55555555556,34.4,19.1666666666667,16.9
"DS11-30167",29932.5,2012.4,30,111.125,131.444444444444,518.5,699.2,926.555555555556,2.25,3951,33.1,19.775,15.5
"DS11-30169",29933.5,2012.4,30,106.375,129.666666666667,518.5,698.6,924.777777777778,1.85,3730.3,32.925,19.375,16.125
"DS11-30171",29934.5,2012.4,30,112.25,132.222222222222,518.5,698.8,927.333333333333,2.1625,3883.9,33.875,19.85,16.65
"DS11-30172",29935.5,2012.4,30,114.25,136,518.5,699.8,931.111111111111,2.1875,3829.2,34.6,18.575,14.6
"DS11-30173",29936.5,2012.4,30,125.125,134.666666666667,518.5,701.4,929.777777777778,2.55,4203,32.9,19.7,16.275
"DS11-30177",29937.5,2012.4,30,106.5,133.777777777778,518.5,701.2,928.888888888889,1.9125,3862.4,33.775,19.175,16.2
"DS11-30179",29938.5,2012.4,30,106.75,131.444444444444,518.5,698.4,926.555555555556,2,3842.7,33.25,19.15,14.5
"DS11-30181",29939.5,2012.4,30,110.125,131.666666666667,518.5,697.4,926.777777777778,1.975,3788.4,33.675,19.575,17.425
"DS11-30182",29940.5,2012.4,30,109.5,132.222222222222,518.5,699,927.333333333333,1.475,3964.2,33.2,19.2,15.2
"DS11-30190",29941.5,2012.4,30,101.25,133,518.5,697.8,928.111111111111,2.35,3947,33.225,20.05,18.5
"DS11-30191",29942.5,2012.4,30,111.875,131.333333333333,518.5,699.4,926.444444444444,2.0625,3850.4,33.35,19.975,17.775
"DS11-31001",27700,2012.18181818182,31,76,129.8,520.272727272727,699.4,927,1.28,3945.45454545455,33.26,18.28,16.74
"DS11-31002",27701,2012.18181818182,31,102.3,129.8,520.272727272727,698.4,927,1.85,4499.27272727273,33.14,19.6,16.16
"DS11-31003",33862.5,2012.4,31,87.75,133.444444444444,518.1,700.25,928.111111111111,1.5,3571.4,33.625,18.6,15.4
"DS11-31004",27702,2012.18181818182,31,99.4,128.3,520.272727272727,697.333333333333,925.5,1.3,4117.09090909091,33.14,19.06,17.48
"DS11-31005",27703,2012.18181818182,31,86.8,124.5,520.272727272727,697.6,921.7,1.82,3528.63636363636,34.26,18.26,14.88
"DS11-31006",27704,2012.18181818182,31,101.2,128.1,520.272727272727,698.4,925.3,1.85,4242.54545454545,32.88,19.92,16.6
"DS11-31007",27262.3333333333,2012.44444444444,31,101.625,132,519,702.833333333333,927.875,2.9,3091.88888888889,33.775,19.15,16.825
"DS11-31008",32663.4615384615,2012.23076923077,31,74.25,123.909090909091,519.833333333333,699.75,921.583333333333,1.23333333333333,3537.30769230769,32.52,19.46,15.14
"DS11-31009",27705,2012.18181818182,31,106.9,131.4,520.272727272727,697.6,928.6,1.6,3771,33.84,19.2,17.28
"DS11-31010",33863.5,2012.4,31,93.75,131.888888888889,518.1,701.25,926.555555555556,1.5375,4347.1,32.85,19.675,16.75
