Trait	# groups	Compression	-2LnLk	Var_genetic	Var_error
EarDia	59	4.220338983050848	1303.6557432703164	4.855133598138455	10.505550444416512
EarDia	58	4.293103448275862	1304.3558101058666	4.637600097372269	10.63109170420765
EarDia	56	4.446428571428571	1303.53649696454	4.84835797483501	10.598418360987335
EarDia	55	4.527272727272727	1305.368861443324	4.564073154867226	10.798632544233149
EarDia	54	4.611111111111111	1305.1659385217235	4.604092125118099	10.80441475100682
EarDia	53	4.69811320754717	1305.742521207091	4.52567682361054	10.884669308405488
EarDia	52	4.788461538461538	1305.1669711180402	4.697260759089822	10.83840805491566
EarDia	51	4.882352941176471	1304.6189716202996	4.845699647945684	10.803941853649892
EarDia	50	4.98	1304.2858792999943	4.968188289217252	10.789378246974524
EarDia	49	5.081632653061225	1303.7101981223332	5.156786965761447	10.74855418682452
EarDia	48	5.1875	1303.1005547381692	5.351439104620307	10.704994093314772
EarDia	47	5.297872340425532	1302.452646618739	5.549432558238473	10.661454923360104
EarDia	46	5.413043478260869	1305.070396210759	4.995598104520021	10.944957788908184
EarDia	45	5.533333333333333	1306.3361409089691	4.778072908642728	11.086474650818497
EarDia	44	5.659090909090909	1307.330973921154	4.516979278130478	11.224262667701659
EarDia	43	5.790697674418604	1307.792122777621	4.410247716791923	11.29853789699656
EarDia	42	5.928571428571429	1307.700385448748	4.503044079471605	11.300370364104566
EarDia	41	6.073170731707317	1306.84641026072	4.70916604676478	11.243925356302546
EarDia	40	6.225	1306.5174712201413	4.805993124715521	11.234803361508952
EarDia	39	6.384615384615385	1306.1298963904828	4.97354822000214	11.209516718527185
EarDia	38	6.552631578947368	1305.5177210706643	5.201668475381349	11.165232787483465
EarDia	37	6.72972972972973	1305.3052213406497	5.353535822833691	11.15395154254315
EarDia	36	6.916666666666667	1304.8281650351769	5.525111623213446	11.128415991861345
EarDia	35	7.114285714285714	1304.1577431796918	5.786061334407151	11.084863908806854
EarDia	34	7.323529411764706	1304.3856527542812	5.92312063362995	11.114323741396376
EarDia	33	7.545454545454546	1303.310353787303	6.274065992992435	11.060472765880785
EarDia	32	7.78125	1304.3116868770835	6.195375983895211	11.176466591060459
EarDia	31	8.03225806451613	1308.2853597343976	5.377543691651962	11.538205467937088
EarDia	30	8.3	1308.9279838635257	5.243047079411908	11.631598864122182
EarDia	29	8.586206896551724	1309.1396560678388	5.285401711401998	11.666331997135053
EarDia	28	8.892857142857142	1312.4457374672966	4.137456302933376	12.039353473078243
EarDia	27	9.222222222222221	1312.389218790661	4.389125754087123	12.039647375866583
EarDia	26	9.576923076923077	1312.7020633607788	4.228402728190508	12.103443923356272
EarDia	25	9.96	1312.5884798642046	4.323405664676649	12.11320474092807
EarDia	24	10.375	1311.485918969238	4.7076530306934234	12.035542078405099
EarDia	23	10.826086956521738	1311.6569263170131	4.68232372200389	12.074646055262358
EarDia	22	11.318181818181818	1311.6138548190056	4.718716794546379	12.097873553520511
EarDia	21	11.857142857142858	1312.4377501182526	4.442168597039758	12.203272390446768
EarDia	20	12.45	1311.9512989964708	4.819753135334289	12.167635349255285
EarDia	19	13.105263157894736	1312.8238751731958	4.4445591718746	12.28175461164923
EarDia	18	13.833333333333334	1312.5474344334837	4.734755213571709	12.267168577112285
